class,image_path,name,xmax,xmin,ymax,ymin,confidence
6,94adf640c37c377d0303c0dfba753713.jpg,GARBAGE,1635.785645,1515.007935,744.6904297,570.9759521,0.658832669
6,94adf640c37c377d0303c0dfba753713.jpg,GARBAGE,1599.788818,1281.171509,961.1186523,670.0509644,0.499931812
4,94adf640c37c377d0303c0dfba753713.jpg,CONSTRUCTION_ROAD,430.06427,231.8994598,533.9197998,436.8111877,0.336761266
4,94adf640c37c377d0303c0dfba753713.jpg,CONSTRUCTION_ROAD,315.8635559,203.6590271,517.5151367,446.4276123,0.293187499
6,933ba419bf6375d8567fcb71c55174a4.jpg,GARBAGE,1034.817749,963.2716064,416.6248169,334.336792,0.706609607
3,933ba419bf6375d8567fcb71c55174a4.jpg,CLUTTER_SIDEWALK,1781.420288,691.2867432,918.0913696,378.6937256,0.670630336
6,933ba419bf6375d8567fcb71c55174a4.jpg,GARBAGE,1304.424805,1229.635742,419.8647461,339.5856934,0.572136104
6,933ba419bf6375d8567fcb71c55174a4.jpg,GARBAGE,367.9585571,297.3929749,404.8037109,321.132782,0.517679214
3,933ba419bf6375d8567fcb71c55174a4.jpg,CLUTTER_SIDEWALK,1132.83313,106.8977966,925.3059082,372.4898987,0.410647571
6,89b2dbc2a47f5a1f9efeae44288f26bd.jpg,GARBAGE,179.1960449,73.96322632,504.5376587,389.9220581,0.540557444
6,89b2dbc2a47f5a1f9efeae44288f26bd.jpg,GARBAGE,1548.37207,1481.400879,495.2927856,405.8988647,0.514157534
6,93ac74366600e535218650f6648b024f.jpg,GARBAGE,852.489502,707.3688965,898.6008301,724.2269287,0.524386466
0,93f03c3af81624c74b9c600700a81b9f.jpg,BAD_BILLBOARD,1915.739502,1500.82605,378.9108582,139.5420227,0.933351099
6,93f03c3af81624c74b9c600700a81b9f.jpg,GARBAGE,1430.564209,1341.244995,520.2468262,426.8346558,0.282199144
6,8aa4213756c5a713be0909787f2875b4.jpg,GARBAGE,244.6083984,162.0236816,575.7003174,441.6281128,0.528243959
4,92d4446d0abe8098a1646d99661b16db.jpg,CONSTRUCTION_ROAD,1920,1242.861206,818.362793,106.8671494,0.548201203
4,8b84e05d2d6532cfb593357a9b422bff.jpg,CONSTRUCTION_ROAD,903.9570313,328.1917725,517.5133667,258.7843323,0.876919031
4,8b84e05d2d6532cfb593357a9b422bff.jpg,CONSTRUCTION_ROAD,1579,1170.794189,516.1522217,236.9322968,0.875305235
4,8b84e05d2d6532cfb593357a9b422bff.jpg,CONSTRUCTION_ROAD,1145.08374,752.0258789,516.1298828,257.800354,0.850114703
4,8b84e05d2d6532cfb593357a9b422bff.jpg,CONSTRUCTION_ROAD,482.5014954,131.9562378,512.3232422,268.0845032,0.787648857
4,8b84e05d2d6532cfb593357a9b422bff.jpg,CONSTRUCTION_ROAD,1909.033447,1401.651245,520.8043823,243.094986,0.781617641
4,8b84e05d2d6532cfb593357a9b422bff.jpg,CONSTRUCTION_ROAD,1319.208618,990.7269287,519.069519,249.3675385,0.310896367
3,94a19597fee5243a08800b37b9207e79.jpg,CLUTTER_SIDEWALK,319.5746155,0.95721817,544.0084229,369.0715027,0.422148377
4,8a0a1f781fc46c5001cbe7523c1aa5ad.jpg,CONSTRUCTION_ROAD,1402.175781,1138.21106,593.0158081,275.6062317,0.610266447
4,8a0a1f781fc46c5001cbe7523c1aa5ad.jpg,CONSTRUCTION_ROAD,1574.132324,1262.374268,639.8032227,226.4398804,0.363335311
4,8a0a1f781fc46c5001cbe7523c1aa5ad.jpg,CONSTRUCTION_ROAD,1856.210083,1394.866455,703.7727661,162.6641693,0.270042896
0,88f79627a44ce7b038cbb1a81827b87e.jpg,BAD_BILLBOARD,1392.660278,1201.345825,423.8898926,225.4712677,0.776769102
6,88f79627a44ce7b038cbb1a81827b87e.jpg,GARBAGE,1738.038818,1666.531738,478.5670776,383.2028198,0.522830784
6,8a29d82f844e4dc0e41adc6cf832458a.jpg,GARBAGE,1658.622437,1480.836914,538.2844849,350.6792908,0.810590863
6,8a29d82f844e4dc0e41adc6cf832458a.jpg,GARBAGE,1816.16272,1621.479126,580.6036987,410.2508545,0.779705465
6,8a29d82f844e4dc0e41adc6cf832458a.jpg,GARBAGE,1709.229492,1578.873047,516.383728,364.244812,0.564094543
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,262.8560181,27.95179367,542.5991211,411.1740112,0.864898562
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,732.5107422,498.6812439,561.9802246,421.3494873,0.860548556
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,1777.93042,1539.112549,597.7158203,469.8430481,0.857913792
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,1250.111572,967.7988281,588.8167725,431.3729248,0.828613877
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,1386.226807,1280.697021,575.5211182,467.4961548,0.808258057
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,364.3719177,196.6769714,536.5719604,435.3037109,0.782316804
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,536.6766357,416.5987244,550.7788086,446.0012207,0.70547998
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,482.1297913,335.7821045,551.6274414,429.2198181,0.704736829
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,75.28045654,0,530.2368774,417.5869141,0.650034189
7,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,1296.953735,1204.257324,561.3550415,464.1548767,0.636361003
6,8ea94f32c8b23293a434dbc1912294e9.jpg,GARBAGE,873.6164551,794.6950684,766.5977783,662.404541,0.612394392
6,8ea94f32c8b23293a434dbc1912294e9.jpg,GARBAGE,1525.612305,1411.438843,972.3988037,846.8377075,0.362733334
0,8ea94f32c8b23293a434dbc1912294e9.jpg,BAD_BILLBOARD,1522.175171,1414.270996,971.0703125,847.7906494,0.344487071
0,8ea2dbf6e30f90acae2c8ac562e018d4.jpg,BAD_BILLBOARD,1664.210205,1234.258057,489.7716675,276.1196899,0.349284708
7,8fe5701cb854dce9558bac81990f2681.jpg,GRAFFITI,497.7470093,326.648407,414.965332,265.7242126,0.876055837
7,8fe5701cb854dce9558bac81990f2681.jpg,GRAFFITI,800.1077881,636.2525635,412.9342346,270.064209,0.866119027
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,1124.777954,908.8398438,775.5507202,537.3515015,0.7177912
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,785.9609985,666.7347412,703.8884888,542.197937,0.714094341
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,1384.655029,1243.753906,750.7460938,565.4937134,0.680476844
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,1171.508057,1085.621582,675.0800781,531.7402344,0.626135528
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,868.038208,726.055481,744.3707886,573.8483887,0.548205197
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,985.0065308,767.9179688,752.7983398,543.2888184,0.463497967
6,8c67378ce4fd2b4ea98655832a02155e.jpg,GARBAGE,527.1085205,378.4929199,976.6848145,838.3995361,0.313186944
6,9312d5f646b5c51bd15bd6e32ed56079.jpg,GARBAGE,631.019165,550.0718994,578.1091919,476.5471802,0.832102478
6,9312d5f646b5c51bd15bd6e32ed56079.jpg,GARBAGE,916.4086914,794.7131348,610.3451538,479.2479248,0.794423163
6,9312d5f646b5c51bd15bd6e32ed56079.jpg,GARBAGE,110.4447937,0.981525421,584.324707,454.7850952,0.778390586
4,8ddaac0dbe74f834f8a2bdaa804280d5.jpg,CONSTRUCTION_ROAD,1033.542969,0.378753662,985.237793,150.9768677,0.923032284
4,8ddaac0dbe74f834f8a2bdaa804280d5.jpg,CONSTRUCTION_ROAD,1920,1279.489502,989.8552246,206.1874695,0.772172451
4,8ddaac0dbe74f834f8a2bdaa804280d5.jpg,CONSTRUCTION_ROAD,1552.656494,674.1849976,983.4907837,176.5800934,0.681501746
6,8ddaac0dbe74f834f8a2bdaa804280d5.jpg,GARBAGE,1919.183105,1828.282715,1070.510498,932.7524414,0.378111303
6,8ddaac0dbe74f834f8a2bdaa804280d5.jpg,GARBAGE,539.4780884,430.6719971,854.3519897,737.2338867,0.322432697
6,9064f8730bf29b753c22738417d62963.jpg,GARBAGE,1245.493164,1157.746826,589.3692017,498.0883179,0.379582733
6,881d881f656bc7e49f0e5d9118d84d18.jpg,GARBAGE,552.9428711,431.0001526,679.6758423,571.0718384,0.858920097
6,881d881f656bc7e49f0e5d9118d84d18.jpg,GARBAGE,1523.053589,1412.939819,646.6242676,482.4468384,0.466596246
6,881d881f656bc7e49f0e5d9118d84d18.jpg,GARBAGE,1310.99585,1229.411255,522.6124268,427.7479858,0.37248975
7,94b0f5d3709f611d1927a691f4a09e0a.jpg,GRAFFITI,685.3487549,469.6828308,571.2332764,426.9983826,0.838416398
6,8e77d47d94b1cf6fe4ce7e5dc35f26f8.jpg,GARBAGE,1865.14209,1755.351318,652.2749634,530.8248291,0.796948969
3,8d7ec11a15a461a5b1ec26720755e73f.jpg,CLUTTER_SIDEWALK,252.6723938,1.727050781,584.0501709,363.8825684,0.868254542
7,8d7ec11a15a461a5b1ec26720755e73f.jpg,GRAFFITI,849.0057373,746.4864502,368.9252319,273.2436523,0.806688547
7,8d7ec11a15a461a5b1ec26720755e73f.jpg,GRAFFITI,984.5062256,872.3017578,374.419281,263.2820129,0.754729271
9,8d7ec11a15a461a5b1ec26720755e73f.jpg,SAND_ON_ROAD,777.2739258,676.2288818,408.571228,294.5506592,0.730555117
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,723.7264404,404.1900635,938.2457886,681.0377197,0.911653101
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,145.4671326,0,644.9013062,420.9528809,0.863097668
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1128.857788,993.9593506,422.8967896,275.7369385,0.860950828
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1215.986328,1084.900269,435.3202515,306.0277405,0.858839154
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1136.404785,1013.11908,596.3880005,441.8129272,0.847602963
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,970.1749268,828.2869873,464.5248413,283.9485779,0.805439889
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,207.0142822,84.69393158,511.8564148,335.0088806,0.798776984
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,617.9641113,494.9497375,619.7321167,428.8675537,0.721443295
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,723.600708,586.486145,629.9468384,454.8377075,0.719421029
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1105.31958,952.9372559,506.3138123,356.4934387,0.702896535
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,553.7270508,450.9272461,627.3928223,486.8524475,0.684912205
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1051.402588,885.6113892,439.0681458,257.0281982,0.668733001
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,466.6841431,255.5408478,668.1887207,440.4223022,0.66872555
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,356.6495361,157.2866669,603.1934814,337.2723389,0.583224714
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1262.870361,1155.86499,435.0991211,304.128418,0.533286691
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1718.44458,1576.941162,666.7098389,513.9920044,0.380422235
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,283.1104126,96.94768524,657.4730225,492.667511,0.333463371
6,92795d125ba05b156ac79ecc0843779f.jpg,GARBAGE,1607.038696,1463.821777,627.0794067,485.692688,0.304400891
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,1225.491089,1037.868774,459.0439453,325.9695435,0.829994261
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,977.7247925,837.284729,462.5762329,316.4739075,0.793458939
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,904.595459,749.6347656,482.7098389,310.8377075,0.652815819
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,1317.793213,1162.378418,457.0874634,338.1670532,0.609645247
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,786.3264771,488.5864258,546.9071045,282.3945923,0.571637094
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,542.1036987,2.075317383,669.9688721,201.6986694,0.475275248
4,9254e2d747920d7b64ac26160aa34485.jpg,CONSTRUCTION_ROAD,622.6526489,241.3370819,593.1802979,252.8925171,0.255281061
6,8e2496ef9996f4e5ba6fca41727720ce.jpg,GARBAGE,1410.506104,1318.179565,532.1004639,418.9194031,0.872223794
6,8e2496ef9996f4e5ba6fca41727720ce.jpg,GARBAGE,1420.223511,1342.119507,588.557251,487.3457031,0.336137265
0,8c77474984b0ce91f15f9dd4e8842a4f.jpg,BAD_BILLBOARD,277.3223267,19.08407593,345.262207,117.0568695,0.674676359
0,8c77474984b0ce91f15f9dd4e8842a4f.jpg,BAD_BILLBOARD,482.4866943,207.5910187,342.5653687,192.9730682,0.640834928
6,8cb7facb5fbbb0b71b94e314b58462bf.jpg,GARBAGE,1687.630371,1621.488281,395.6990356,317.3666687,0.301323891
6,8e30163153538aa250afb9b628346dc7.jpg,GARBAGE,926.0889893,847.8256836,923.9016724,806.7185669,0.779532373
6,8e30163153538aa250afb9b628346dc7.jpg,GARBAGE,1022.806885,895.3435059,924.7429199,774.7561035,0.514062405
6,9324e16517d72bd47b56374c7169a4a6.jpg,GARBAGE,210.4797821,6.786621094,948.265686,746.3651733,0.884633362
5,9324e16517d72bd47b56374c7169a4a6.jpg,FADED_SIGNAGE,1150.378906,1095.719727,509.7189941,404.5736694,0.615793288
6,8dde142b270a6115e4b12a05d1cc5dd3.jpg,GARBAGE,924.2834473,779.9190674,522.8731689,384.2523804,0.870137036
6,8dde142b270a6115e4b12a05d1cc5dd3.jpg,GARBAGE,1349.56665,1200.646484,581.9123535,421.8609924,0.865058303
6,8dde142b270a6115e4b12a05d1cc5dd3.jpg,GARBAGE,576.6455078,412.0291443,547.6474609,413.6972351,0.715969086
6,8dde142b270a6115e4b12a05d1cc5dd3.jpg,GARBAGE,1481.432129,1285.104004,587.5325928,450.6697998,0.634848118
6,8dde142b270a6115e4b12a05d1cc5dd3.jpg,GARBAGE,1918.158691,1676.922729,649.3723755,393.9846497,0.367512971
3,8bdfad85b349f188a0b13e0ac07303d5.jpg,CLUTTER_SIDEWALK,1920,1107.897705,679.9862061,356.4596558,0.848030329
3,8bdfad85b349f188a0b13e0ac07303d5.jpg,CLUTTER_SIDEWALK,1437.820557,458.6830444,819.855957,407.7403564,0.71710372
9,8bdfad85b349f188a0b13e0ac07303d5.jpg,SAND_ON_ROAD,1636.171631,1357.196289,393.2952576,197.5990601,0.699031413
9,8bdfad85b349f188a0b13e0ac07303d5.jpg,SAND_ON_ROAD,1842.354126,1564.081055,368.8540649,178.7386322,0.643811345
9,8bdfad85b349f188a0b13e0ac07303d5.jpg,SAND_ON_ROAD,1465.294434,1148.161987,421.2984924,212.4507141,0.409377486
8,8effa1bbb86dbcd7000b1c7673113bce.jpg,POTHOLES,614.2332764,363.5739136,624.4420776,467.4505615,0.789322734
8,8effa1bbb86dbcd7000b1c7673113bce.jpg,POTHOLES,416.1316223,215.6921387,627.3014526,479.5348511,0.497793704
6,8f5131b0d25935a7cdc277f46e705d40.jpg,GARBAGE,678.4139404,583.8443604,471.494751,23.58011627,0.634878755
6,8f5131b0d25935a7cdc277f46e705d40.jpg,GARBAGE,766.9904785,640.6350708,502.4044189,15.37701416,0.411999732
6,8f3cb1be7a3bd3a8ed35e85fc64dbc23.jpg,GARBAGE,187.2292328,32.13184357,492.5348511,328.6291199,0.844651222
3,904c85d89f17a77b317b4e0cb675d8ac.jpg,CLUTTER_SIDEWALK,887.2371826,3.151794434,646.7955322,392.177124,0.753507972
6,904c85d89f17a77b317b4e0cb675d8ac.jpg,GARBAGE,898.0203857,715.5063477,604.3034668,459.2977905,0.416086227
3,904c85d89f17a77b317b4e0cb675d8ac.jpg,CLUTTER_SIDEWALK,1918.56958,1466.319214,688.015564,432.4442749,0.395412952
8,8c1b862a8e4b966b3d9f6cd39cc391d5.jpg,POTHOLES,1187.954346,1060.483398,547.4580688,420.0769958,0.546345055
4,8db2ef89edad8b58403946ca2d2ea559.jpg,CONSTRUCTION_ROAD,1677.312378,1371.348145,621.010376,451.3848267,0.844397008
4,8db2ef89edad8b58403946ca2d2ea559.jpg,CONSTRUCTION_ROAD,539.0876465,328.262146,598.3084106,440.6838379,0.773878336
4,8db2ef89edad8b58403946ca2d2ea559.jpg,CONSTRUCTION_ROAD,384.6025391,204.6779938,592.2219238,453.7956848,0.259402722
0,90918751568383ecca1663943f1aba55.jpg,BAD_BILLBOARD,467.6007385,334.2120361,398.0133667,258.3768311,0.828628123
0,90918751568383ecca1663943f1aba55.jpg,BAD_BILLBOARD,1367.4552,1294.86499,386.3940125,285.033905,0.628030956
4,89d36b3b14683cc547c658dd99c4d54f.jpg,CONSTRUCTION_ROAD,1920,448.0471802,1046.622925,129.4656372,0.669602454
4,89d36b3b14683cc547c658dd99c4d54f.jpg,CONSTRUCTION_ROAD,833.5047607,0,991.8679199,232.4555054,0.601917267
6,8bc0188d1eca0989f997fa0a4d073f43.jpg,GARBAGE,233.8549805,168.0654602,462.90802,392.9544067,0.792436063
6,8bc0188d1eca0989f997fa0a4d073f43.jpg,GARBAGE,485.5816956,417.1066589,474.1921387,376.5032349,0.598672748
6,8bc0188d1eca0989f997fa0a4d073f43.jpg,GARBAGE,188.9984436,128.3012695,462.9326172,378.6312256,0.582379818
6,89b767ea95fb4277660c6e354e7ddd85.jpg,GARBAGE,389.484436,315.5463257,363.5964966,255.1666718,0.574296296
6,89b767ea95fb4277660c6e354e7ddd85.jpg,GARBAGE,1025.322754,941.5245361,372.7733154,272.4686279,0.38526839
6,8f7e2a61615536f1b09d3629cd957e14.jpg,GARBAGE,154.0400848,51.09152985,586.5180664,487.6951904,0.846677423
3,8f7e2a61615536f1b09d3629cd957e14.jpg,CLUTTER_SIDEWALK,625.4478149,390.8024597,507.0441284,404.2050476,0.603678167
6,8a3c28e36fe5fd50bb35c8b360785124.jpg,GARBAGE,617.0774536,529.1043701,492.4565735,367.4980774,0.817347229
0,906b5e9491dc084b79cd279cf6a05d25.jpg,BAD_BILLBOARD,1345.020752,1151.147705,180.5441589,56.92642212,0.835838854
0,906b5e9491dc084b79cd279cf6a05d25.jpg,BAD_BILLBOARD,1305.374756,1185.252075,237.0129395,126.5438919,0.735318422
0,906b5e9491dc084b79cd279cf6a05d25.jpg,BAD_BILLBOARD,1391.625854,1300.303955,283.8713379,156.5879974,0.317514896
6,90c55a058ac8e1153b6583f2dc041063.jpg,GARBAGE,172.1887207,39.69584656,572.0622559,414.5500488,0.553364694
4,88a9559cb4b0cacbb6a93b07378f4d62.jpg,CONSTRUCTION_ROAD,624.6030273,7.168075562,677.9866943,354.9882813,0.86886245
4,88a9559cb4b0cacbb6a93b07378f4d62.jpg,CONSTRUCTION_ROAD,1025.863159,375.9396057,636.1858521,367.1661987,0.64793849
4,88a9559cb4b0cacbb6a93b07378f4d62.jpg,CONSTRUCTION_ROAD,1192.119507,882.3596191,641.6207275,379.8708801,0.484553814
6,88b302094b809f39006273a4709bf3ac.jpg,GARBAGE,115.0032654,0.185474396,579.5362549,440.8277893,0.849866509
0,88b302094b809f39006273a4709bf3ac.jpg,BAD_BILLBOARD,1259.240356,1145.186523,407.0997925,302.97229,0.590425551
8,8d2373ad73c19ce863debcef82118ad3.jpg,POTHOLES,971.9441528,638.8168945,1075.905029,573.3935547,0.875928938
8,8d2373ad73c19ce863debcef82118ad3.jpg,POTHOLES,1909.71936,1552.924438,1035.321045,669.4610596,0.449381292
8,933bd4ee42924ac47a00cfb96f075f91.jpg,POTHOLES,1247.785156,1090.594238,707.6620483,494.4615479,0.742246807
8,933bd4ee42924ac47a00cfb96f075f91.jpg,POTHOLES,1666.86792,1364.51123,1003.546326,709.043335,0.709667861
8,933bd4ee42924ac47a00cfb96f075f91.jpg,POTHOLES,1486.658569,1208.458008,885.2520752,582.9383545,0.479533404
8,933bd4ee42924ac47a00cfb96f075f91.jpg,POTHOLES,1062.123657,823.7459717,1054.981079,482.7946472,0.476284891
6,91ec873f6196111756845ca8e17508e9.jpg,GARBAGE,1046.478271,918.0598145,601.142334,450.9064331,0.795667529
6,91ec873f6196111756845ca8e17508e9.jpg,GARBAGE,975.1834717,853.1418457,601.0574951,466.6852417,0.360330403
6,87ff1f59040b92b9c3ae114c74ad74cb.jpg,GARBAGE,1423.904053,1324.878174,545.6186523,412.7478638,0.331436396
6,87ff1f59040b92b9c3ae114c74ad74cb.jpg,GARBAGE,1718.577881,1616.388184,546.9770508,418.886261,0.275427759
6,8fc9d480491aa35a68b9c646de34ee9b.jpg,GARBAGE,318.5505981,238.3697662,513.9284668,432.1828003,0.814878762
6,8fc9d480491aa35a68b9c646de34ee9b.jpg,GARBAGE,52.77058411,0,540.5804443,441.7277527,0.611168206
3,8fc9d480491aa35a68b9c646de34ee9b.jpg,CLUTTER_SIDEWALK,428.0494385,178.7820129,506.8930054,398.4929199,0.512350976
3,8fc9d480491aa35a68b9c646de34ee9b.jpg,CLUTTER_SIDEWALK,525.1240845,398.0292969,473.3364868,392.1309204,0.322606057
6,8d3a7bf52689d243693fea3798742c70.jpg,GARBAGE,1348.360352,1260.37915,477.4049683,387.6538086,0.845640421
6,8d3a7bf52689d243693fea3798742c70.jpg,GARBAGE,1608.4021,1520.414795,475.5778809,373.3828735,0.740607917
6,8d3a7bf52689d243693fea3798742c70.jpg,GARBAGE,1533.818848,1460.998291,523.4840088,438.4483643,0.415366501
6,8d3a7bf52689d243693fea3798742c70.jpg,GARBAGE,1666.925781,1610.676758,478.4482422,397.9594727,0.411376268
6,8d3a7bf52689d243693fea3798742c70.jpg,GARBAGE,1748.951172,1681.782471,489.5280151,395.0029297,0.302312016
6,8d3a7bf52689d243693fea3798742c70.jpg,GARBAGE,1571.821533,1484.548462,465.2568359,374.581543,0.292514235
4,8b2c77725e46f1fc311225138275db82.jpg,CONSTRUCTION_ROAD,762.5891113,500.3319397,556.9351807,264.0571899,0.837782025
4,8b2c77725e46f1fc311225138275db82.jpg,CONSTRUCTION_ROAD,838.6642456,686.7186279,494.5972595,324.3852539,0.789366603
4,8b2c77725e46f1fc311225138275db82.jpg,CONSTRUCTION_ROAD,615.6712036,315.034668,612.2698364,229.7586823,0.669573843
4,8b2c77725e46f1fc311225138275db82.jpg,CONSTRUCTION_ROAD,892.7509766,798.373291,468.2888184,350.5592041,0.638471127
3,8d6f1d5ae2c1467cc07b6a6574423fcb.jpg,CLUTTER_SIDEWALK,1920,1101.273926,916.2185059,386.9959717,0.823137701
6,8d6f1d5ae2c1467cc07b6a6574423fcb.jpg,GARBAGE,388.505249,284.4832764,412.5067749,304.5552979,0.787024319
6,8d6f1d5ae2c1467cc07b6a6574423fcb.jpg,GARBAGE,1417.364746,1336.985962,425.4872131,337.2311707,0.756023765
